tip	date	distance	residual
Cameroon_EPI_ISL_17455489_2013-05-26	2013.3972602739725	0.016547142278049702	8.523936266785978E-4
RepublicoftheCongo_Brazzaville_EPI_ISL_17673143_2011-01-01	2011.0	0.0162840463780497	0.0016334721805647545
Cameroon_EPI_ISL_17458109_2006-01-01	2006.0	0.018792981878049703	0.0063202572558132275
Cameroon_EPI_ISL_17458696_2006-01-01	2006.0	0.014029538178049703	0.0015568135558132277
DemocraticRepublicoftheCongo_EPI_ISL_17458104_2000-01-01	2000.0	0.006795111878049701	-0.003064193253888744
DemocraticRepublicoftheCongo_EPI_ISL_17458121_2000-01-01	2000.0	0.0107753312780497	9.160261461112554E-4
DemocraticRepublicoftheCongo_EPI_ISL_17458107_2000-01-01	2000.0	0.004821950178049701	-0.005037354953888744
DemocraticRepublicoftheCongo_EPI_ISL_17458115_2000-01-01	2000.0	0.006856900378049701	-0.003002404753888744
DemocraticRepublicoftheCongo_EPI_ISL_17458122_2000-01-01	2000.0	0.006856900378049701	-0.003002404753888744
DemocraticRepublicoftheCongo_EPI_ISL_17458118_2000-01-01	2000.0	0.007536521021950298	-0.0023227841099881467
DemocraticRepublicoftheCongo_EPI_ISL_17458119_2000-01-01	2000.0	0.006796581778049701	-0.0030627233538887437
DemocraticRepublicoftheCongo_EPI_ISL_17458113_2000-01-01	2000.0	0.005809288978049701	-0.004050016153888744
DemocraticRepublicoftheCongo_EPI_ISL_17458114_2000-01-01	2000.0	0.0058091651780497015	-0.0040501399538887435
EquatorialGuinea_EPI_ISL_17458417_2006-01-01	2006.0	0.004828524878049701	-0.007644199744186774
Gabon_EPI_ISL_17454878_2007-01-01	2007.0	0.015382580778049703	0.002474286240763556
Gabon_EPI_ISL_17458106_2007-01-01	2007.0	0.0192955583780497	0.006387263840763553
Gabon_EPI_ISL_17458116_2007-01-01	2007.0	0.0194899860780497	0.006581691540763553
Gabon_EPI_ISL_17458120_2007-01-01	2007.0	0.020519547678049706	0.007611253140763559
Gabon_EPI_ISL_17455485_2007-01-01	2007.0	0.0153789418780497	0.002470647340763554
Gabon_EPI_ISL_17458123_2007-07-01	2007.495890410959	0.014027617478049701	9.033279965882084E-4
Gabon_EPI_ISL_17455484_2010-01-01	2010.0	0.0164848234780497	0.0022698191956144267
Gabon_EPI_ISL_17455486_2010-01-01	2010.0	0.0164845730780497	0.002269568795614428
Cameroon_EPI_ISL_17461368_2018-09-17	2018.7095890410958	0.018553455178049703	5.448159368668035E-4
Cameroon_EPI_ISL_17461369_2016-10-20	2016.8005464480875	0.0177381938780497	5.610761569296296E-4
Cameroon_EPI_ISL_17461370_2018-06-28	2018.4876712328767	0.018291387978049703	3.794094577408008E-4
Mauritius_26816_PAMPLEMOUSSES_LOCAL_2025-03-22	2025.2191780821918	0.020684978978049703	-1.5904140877172346E-4
Mauritius_27284_BLACK-RIVER_LOCAL_2025-03-26	2025.2301369863014	0.020684978978049703	-1.63814777703844E-4
Mauritius_36718_BLACK-RIVER_LOCAL_2025-03-28	2025.2356164383561	0.021318033078049706	4.6685263783020903E-4
Mauritius_37313_BLACK-RIVER_LOCAL_2025-04-02	2025.2493150684932	0.020689686578049704	-1.6746057333494324E-4
Mauritius_37312_PAMPLEMOUSSES_LOCAL_2025-04-01	2025.2465753424658	0.020780551978049705	-7.540183110191223E-5
Mauritius_45208_PLAINEWILHEMS_LOCAL_2025-04-18	2025.2931506849316	0.020870176178049704	-6.0644490630923364E-6
Mauritius_37322_PAMPLEMOUSSES_LOCAL_2025-03-31	2025.2438356164384	0.020694244978049704	-1.6051548886888284E-4
Mauritius_37775_PAMPLEMOUSSES_LOCAL_2025-04-04	2025.2547945205479	0.020694244978049704	-1.6528885780089236E-4
Mauritius_45662_PLAINEWILHEMS_LOCAL_2025-04-22	2025.304109589041	0.020691858378049703	-1.891556179951029E-4
Mauritius_27010_LOCAL_2025-03-24	2025.2246575342465	0.020682585678049703	-1.638213932377841E-4
Reunion_EPI_ISL_19902358_2025-01-21	2025.054794520548	0.020769741278049703	-2.678574791026289E-6
Reunion_EPI_ISL_19902439_2025-03-30	2025.2410958904109	0.0207694157780497	-8.41513466358565E-5
Reunion_EPI_ISL_19902463_2025-03-24	2025.2246575342465	0.0207660054780497	-8.040159323778606E-5
Mauritius_37161_RODRIGUES_RODRIGUES_2025-03-29	2025.2383561643835	0.0207674750780497	-8.489870440282765E-5
Reunion_EPI_ISL_19902429_2025-02-18	2025.131506849315	0.020677581378049703	-1.2825205731531453E-4
Mauritius_45206_BLACK-RIVER_LOCAL_2025-04-19	2025.295890410959	0.0209545597780497	7.712580870387203E-5
Reunion_EPI_ISL_19902366_2025-03-15	2025.2	0.020769948778049704	-6.571821314073356E-5
Reunion_EPI_ISL_19902291_2025-03-13	2025.194520547945	0.0207674979780497	-6.578232867456707E-5
Reunion_EPI_ISL_19902357_2024-12-18	2024.9617486338798	0.020678406878049706	-5.3484985839201415E-5
Reunion_EPI_ISL_19902430_2025-01-03	2025.0054794520547	0.020677571978049702	-7.336771459670599E-5
Reunion_EPI_ISL_19902300_2025-02-19	2025.1342465753426	0.020676036278049703	-1.3099049954845565E-4
Reunion_EPI_ISL_19902401_2025-02-24	2025.1479452054793	0.0206760297780497	-1.369637107133878E-4
Reunion_EPI_ISL_19902343_2025-03-13	2025.194520547945	0.0206736916780497	-1.5958862867456597E-4
Mayotte_EPI_ISL_19902276_2025-03-29	2025.2383561643835	0.0206734249780497	-1.789488044028273E-4
Reunion_EPI_ISL_19902380_2024-11-30	2024.9125683060108	0.020675649078049703	-3.482131460724042E-5
Reunion_EPI_ISL_19902413_2024-12-12	2024.9453551912568	0.020675512378049703	-4.923899542858684E-5
Reunion_EPI_ISL_19857293_2024-09-01	2024.6666666666667	0.020583025778049706	-2.0337258447529483E-5
Reunion_EPI_ISL_19902285_2025-03-25	2025.227397260274	0.020850568478049704	2.968064529186576E-6
Reunion_EPI_ISL_19902376_2025-03-18	2025.2082191780821	0.020760634078049706	-7.861293983971174E-5
Reunion_EPI_ISL_19902355_2025-03-08	2025.1808219178083	0.0206694138780497	-1.5789971750963805E-4
Reunion_EPI_ISL_19902398_2025-02-13	2025.1178082191782	0.0206712328780497	-1.2863384615038886E-4
Reunion_EPI_ISL_19902462_2025-02-04	2025.0931506849315	0.020670397078049706	-1.187295660532231E-4
Mauritius_37316_LOCAL_2025-04-01	2025.2465753424658	0.020758192378049704	-9.776143110191288E-5
Mauritius_38699_PLAINEWILHEMS_LOCAL_2025-04-10	2025.2712328767122	0.020850648878049702	-1.604501119896462E-5
Reunion_EPI_ISL_19902389_2025-03-06	2025.1753424657534	0.020668031878049706	-1.56895033043572E-4
Reunion_EPI_ISL_19902410_2025-01-31	2025.0821917808219	0.0206683146780497	-1.1603859712110837E-4
Reunion_EPI_ISL_19902362_2025-04-04	2025.2547945205479	0.0206642863780497	-1.9524745780089697E-4
Reunion_EPI_ISL_19902428_2025-01-10	2025.0246575342467	0.0206642837780497	-9.500931022791981E-5
Mauritius_27211_PORT-LOUIS_LOCAL_2025-03-26	2025.2301369863014	0.020575200778049703	-2.7359297770384455E-4
Reunion_EPI_ISL_19902351_2024-08-14	2024.6174863387978	0.020575200778049703	-6.740787215568644E-6
Reunion_EPI_ISL_19902368_2024-11-27	2024.9043715846994	0.020575200778049703	-1.3169936940198718E-4
Reunion_EPI_ISL_19902363_2024-10-24	2024.811475409836	0.020575200778049703	-9.123659040826543E-5
Reunion_EPI_ISL_19902386_2024-12-05	2024.9262295081967	0.020575200778049703	-1.4122002328281064E-4
Reunion_EPI_ISL_19902406_2024-11-25	2024.8989071038252	0.020575200778049703	-1.293192059317813E-4
Reunion_EPI_ISL_19902288_2024-12-07	2024.931693989071	0.020575200778049703	-1.436001867530165E-4
Reunion_EPI_ISL_19902412_2024-08-27	2024.6530054644809	0.020575200778049703	-2.2211849771962278E-5
Reunion_EPI_ISL_19902296_2024-12-23	2024.9754098360656	0.020575200778049703	-1.6264149451477444E-4
Reunion_EPI_ISL_19902464_2024-12-26	2024.983606557377	0.020575200778049703	-1.6621173972002773E-4
Reunion_EPI_ISL_19902437_2024-09-16	2024.707650273224	0.020575200778049703	-4.601348447413195E-5
Reunion_EPI_ISL_19902344_2025-02-08	2025.1041095890412	0.020575200778049703	-2.186992349852354E-4
Reunion_EPI_ISL_19902311_2024-12-06	2024.9289617486338	0.020575200778049703	-1.4241010501785806E-4
Reunion_EPI_ISL_19902465_2025-01-04	2025.0082191780823	0.020575200778049703	-1.7693225682984676E-4
Reunion_EPI_ISL_19902418_2024-12-11	2024.9426229508197	0.020575200778049703	-1.4836051369342823E-4
Reunion_EPI_ISL_19902286_2025-01-02	2025.0027397260274	0.020575200778049703	-1.7454557236378648E-4
Reunion_EPI_ISL_19902345_2025-04-06	2025.2602739726028	0.020575200778049703	-2.86719742266954E-4
Reunion_EPI_ISL_19902302_2024-12-04	2024.9234972677596	0.020575200778049703	-1.400299415476522E-4
Reunion_EPI_ISL_19902434_2024-11-18	2024.879781420765	0.020575200778049703	-1.2098863378600527E-4
Reunion_EPI_ISL_19902384_2025-04-13	2025.2794520547945	0.020575200778049703	-2.9507313789805395E-4
Reunion_EPI_ISL_19902338_2025-02-12	2025.1150684931506	0.020575200778049703	-2.2347260391724494E-4
Reunion_EPI_ISL_19902426_2025-01-06	2025.013698630137	0.020575200778049703	-1.79318941295796E-4
Reunion_EPI_ISL_19902438_2024-12-18	2024.9617486338798	0.020575200778049703	-1.5669108583920427E-4
Reunion_EPI_ISL_19902350_2024-12-12	2024.9453551912568	0.020575200778049703	-1.4955059542858667E-4
Reunion_EPI_ISL_19902402_2025-02-26	2025.1534246575343	0.020575200778049703	-2.401793951794448E-4
Reunion_EPI_ISL_19902313_2024-12-14	2024.950819672131	0.020575200778049703	-1.5193075889879254E-4
Reunion_EPI_ISL_19902283_2024-12-06	2024.9289617486338	0.020575200778049703	-1.4241010501785806E-4
Reunion_EPI_ISL_19902393_2024-12-14	2024.950819672131	0.020575200778049703	-1.5193075889879254E-4
Reunion_EPI_ISL_19902396_2025-01-06	2025.013698630137	0.020575200778049703	-1.79318941295796E-4
Reunion_EPI_ISL_19902327_2024-12-03	2024.9207650273224	0.020575200778049703	-1.3883985981260477E-4
Reunion_EPI_ISL_19902340_2025-01-02	2025.0027397260274	0.020575200778049703	-1.7454557236378648E-4
Reunion_EPI_ISL_19902346_2025-04-13	2025.2794520547945	0.020575200778049703	-2.9507313789805395E-4
Reunion_EPI_ISL_19902461_2025-01-13	2025.0328767123287	0.020575200778049703	-1.8767233692689594E-4
Reunion_EPI_ISL_19902364_2024-09-26	2024.7349726775956	0.020575200778049703	-5.7914301825161274E-5
Reunion_EPI_ISL_19902330_2025-01-13	2025.0328767123287	0.020575200778049703	-1.8767233692689594E-4
Reunion_EPI_ISL_19902365_2025-02-12	2025.1150684931506	0.020575200778049703	-2.2347260391724494E-4
Reunion_EPI_ISL_19902367_2025-01-28	2025.0739726027398	0.020575200778049703	-2.0557247042212595E-4
Reunion_EPI_ISL_19902294_2025-03-19	2025.2109589041097	0.020575200778049703	-2.652395820727446E-4
Reunion_EPI_ISL_19902301_2025-02-03	2025.0904109589042	0.020575200778049703	-2.1273252382019575E-4
